Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/1/2020,ID-JK,DKI Jakarta,3,0,0,3,3,0,0,3,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.28,0.28,0.00,0.00,0.00%,0.00%,,
3/1/2020,ID-JB,Jawa Barat,3,0,0,3,3,0,0,3,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.07,0.07,0.00,0.00,0.00%,0.00%,,
3/2/2020,ID-JK,DKI Jakarta,2,0,0,2,5,0,0,5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.18,0.46,0.00,0.00,0.00%,0.00%,0.67,1.00
3/2/2020,ID-JB,Jawa Barat,0,0,0,0,3,0,0,3,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.07,0.00,0.00,0.00%,0.00%,0.00,1.00
3/2/2020,IDN,Indonesia,2,0,0,2,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.01,0.00,0.00,0.00%,0.00%,,
3/3/2020,ID-JK,DKI Jakarta,2,0,0,2,7,0,0,7,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.18,0.65,0.00,0.00,0.00%,0.00%,1.00,1.00
3/3/2020,ID-JB,Jawa Barat,0,1,0,-1,3,1,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.07,0.02,0.02,33.33%,0.00%,1.00,
3/3/2020,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.00,0.01,0.00,0.00,0.00%,0.00%,0.00,1.00
3/4/2020,ID-JK,DKI Jakarta,2,0,0,2,9,0,0,9,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.18,0.83,0.00,0.00,0.00%,0.00%,1.00,1.00
3/4/2020,ID-JB,Jawa Barat,1,0,0,1,4,1,0,3,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.02,0.09,0.00,0.02,25.00%,0.00%,,0.00
3/4/2020,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.00,0.01,0.00,0.00,0.00%,0.00%,1.00,1.00
3/5/2020,ID-JK,DKI Jakarta,0,2,0,-2,9,2,0,7,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.18,0.18,22.22%,0.00%,0.00,
3/5/2020,ID-JB,Jawa Barat,0,1,0,-1,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.02,0.04,50.00%,0.00%,0.00,
3/5/2020,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.00,0.01,0.00,0.00,0.00%,0.00%,1.00,1.00
3/6/2020,ID-BT,Banten,1,0,0,1,1,0,0,1,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.09,0.00,0.00,0.00%,0.00%,,
3/6/2020,ID-JK,DKI Jakarta,0,0,0,0,9,2,0,7,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.00,0.18,22.22%,0.00%,1.00,0.00
3/6/2020,ID-JB,Jawa Barat,0,0,0,0,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.04,50.00%,0.00%,1.00,0.00
3/6/2020,IDN,Indonesia,2,0,0,2,4,0,0,4,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.02,0.00,0.00,0.00%,0.00%,,1.00
3/7/2020,ID-BT,Banten,0,0,0,0,1,0,0,1,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.09,0.00,0.00,0.00%,0.00%,0.00,1.00
3/7/2020,ID-JK,DKI Jakarta,0,2,0,-2,9,4,0,5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.18,0.37,44.44%,0.00%,1.00,
3/7/2020,ID-JB,Jawa Barat,0,0,0,0,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.04,50.00%,0.00%,1.00,1.00
3/7/2020,IDN,Indonesia,0,0,0,0,4,0,0,4,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.00,0.02,0.00,0.00,0.00%,0.00%,0.00,1.00
3/8/2020,ID-BT,Banten,1,0,0,1,2,0,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.19,0.00,0.00,0.00%,0.00%,,1.00
3/8/2020,ID-JK,DKI Jakarta,0,0,0,0,9,4,0,5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.00,0.37,44.44%,0.00%,1.00,0.00
3/8/2020,ID-JB,Jawa Barat,0,0,0,0,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.04,50.00%,0.00%,1.00,1.00
3/8/2020,IDN,Indonesia,2,0,0,2,6,0,0,6,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.02,0.00,0.00,0.00%,0.00%,,1.00
3/9/2020,ID-BT,Banten,0,0,0,0,2,0,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.19,0.00,0.00,0.00%,0.00%,0.00,1.00
3/9/2020,ID-JK,DKI Jakarta,0,1,0,-1,9,5,0,4,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.09,0.46,55.56%,0.00%,1.00,
3/9/2020,ID-JB,Jawa Barat,0,0,0,0,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.04,50.00%,0.00%,1.00,1.00
3/9/2020,IDN,Indonesia,13,0,0,13,19,0,0,19,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.05,0.07,0.00,0.00,0.00%,0.00%,6.50,1.00
3/10/2020,ID-BT,Banten,0,0,0,0,2,0,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.19,0.00,0.00,0.00%,0.00%,1.00,1.00
3/10/2020,ID-JK,DKI Jakarta,0,0,0,0,9,5,0,4,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.00,0.46,55.56%,0.00%,1.00,0.00
3/10/2020,ID-JB,Jawa Barat,0,0,0,0,4,2,0,2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.04,50.00%,0.00%,1.00,1.00
3/10/2020,IDN,Indonesia,8,0,2,6,27,0,2,25,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.03,0.10,0.00,0.00,0.00%,7.41%,0.62,1.00
3/11/2020,ID-BT,Banten,0,0,0,0,2,0,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.19,0.00,0.00,0.00%,0.00%,1.00,1.00
3/11/2020,ID-JK,DKI Jakarta,0,0,0,0,9,5,0,4,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.00,0.46,55.56%,0.00%,1.00,1.00
3/11/2020,ID-JB,Jawa Barat,0,1,0,-1,4,3,0,1,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.02,0.07,75.00%,0.00%,1.00,
3/11/2020,IDN,Indonesia,7,1,0,6,34,1,2,31,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.03,0.13,0.00,0.00,2.94%,5.88%,0.88,
3/12/2020,ID-BT,Banten,0,1,0,-1,2,1,0,1,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.19,0.09,0.09,50.00%,0.00%,1.00,
3/12/2020,ID-JK,DKI Jakarta,0,1,4,-5,9,6,4,-1,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.09,0.55,66.67%,44.44%,1.00,
3/12/2020,ID-JB,Jawa Barat,0,0,0,0,4,3,0,1,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.09,0.00,0.07,75.00%,0.00%,1.00,0.00
3/12/2020,IDN,Indonesia,0,0,0,0,34,1,2,31,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.00,0.13,0.00,0.00,2.94%,5.88%,0.00,0.00
3/13/2020,ID-BT,Banten,1,0,0,1,3,1,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.28,0.00,0.09,33.33%,0.00%,,0.00
3/13/2020,ID-JK,DKI Jakarta,0,1,3,-4,9,7,7,-5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,0.83,0.09,0.65,77.78%,77.78%,1.00,1.00
3/13/2020,ID-JB,Jawa Barat,3,0,4,-1,7,3,4,0,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.07,0.15,0.00,0.07,42.86%,57.14%,,1.00
3/13/2020,IDN,Indonesia,35,3,0,32,69,4,2,63,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.13,0.26,0.01,0.02,5.80%,2.90%,,
3/14/2020,ID-KI,Kalimantan Timur,3,0,0,3,3,0,0,3,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.84,0.84,0.00,0.00,0.00%,0.00%,,
3/14/2020,ID-BT,Banten,1,0,0,1,4,1,0,3,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.37,0.00,0.09,25.00%,0.00%,1.00,1.00
3/14/2020,ID-JK,DKI Jakarta,1,1,1,-1,10,8,8,-6,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,0.92,0.09,0.74,80.00%,80.00%,,1.00
3/14/2020,ID-JB,Jawa Barat,0,0,0,0,7,3,4,0,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.15,0.00,0.07,42.86%,57.14%,0.00,1.00
3/14/2020,IDN,Indonesia,27,1,6,20,96,5,8,83,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.10,0.36,0.00,0.02,5.21%,8.33%,0.77,0.33
3/15/2020,ID-KI,Kalimantan Timur,2,0,0,2,5,0,0,5,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,1.41,0.00,0.00,0.00%,0.00%,0.67,1.00
3/15/2020,ID-BT,Banten,1,0,0,1,5,1,0,4,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.47,0.00,0.09,20.00%,0.00%,1.00,1.00
3/15/2020,ID-JK,DKI Jakarta,6,3,0,3,16,11,8,-3,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.55,1.48,0.28,1.01,68.75%,50.00%,6.00,3.00
3/15/2020,ID-JB,Jawa Barat,0,0,0,0,7,3,4,0,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.15,0.00,0.07,42.86%,57.14%,1.00,1.00
3/15/2020,IDN,Indonesia,21,0,0,21,117,5,8,104,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.08,0.44,0.00,0.02,4.27%,6.84%,0.78,0.00
3/16/2020,ID-KI,Kalimantan Timur,1,0,0,1,6,0,0,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,1.69,0.00,0.00,0.00%,0.00%,0.50,1.00
3/16/2020,ID-BT,Banten,1,0,0,1,6,1,0,5,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,0.56,0.00,0.09,16.67%,0.00%,1.00,1.00
3/16/2020,ID-JK,DKI Jakarta,1,3,0,-2,17,14,8,-5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,1.57,0.28,1.29,82.35%,47.06%,0.17,1.00
3/16/2020,ID-JB,Jawa Barat,0,0,0,0,7,3,4,0,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.15,0.00,0.07,42.86%,57.14%,1.00,1.00
3/16/2020,IDN,Indonesia,17,0,0,17,134,5,8,121,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.06,0.51,0.00,0.02,3.73%,5.97%,0.81,1.00
3/16/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,1,0,0,1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,0.28,0.00,0.00,0.00%,0.00%,,
3/17/2020,ID-SU,Sumatera Utara,1,1,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.07,0.07,0.07,0.07,100.00%,0.00%,,
3/17/2020,ID-KI,Kalimantan Timur,1,0,0,1,7,0,0,7,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,1.97,0.00,0.00,0.00%,0.00%,1.00,1.00
3/17/2020,ID-BT,Banten,0,1,0,-1,6,2,0,4,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.09,0.19,33.33%,0.00%,0.00,
3/17/2020,ID-JK,DKI Jakarta,1,1,0,0,18,15,8,-5,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,1.66,0.09,1.38,83.33%,44.44%,1.00,0.33
3/17/2020,IDN,Indonesia,38,0,1,37,172,5,9,158,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.14,0.65,0.00,0.02,2.91%,5.23%,2.24,1.00
3/17/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,0,1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.28,0.00,0.00,0.00%,0.00%,0.00,1.00
3/17/2020,ID-JB,Jawa Barat,1,0,0,1,8,3,4,1,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.02,0.18,0.00,0.07,37.50%,50.00%,,1.00
3/18/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,100.00%,0.00%,0.00,0.00
3/18/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,0,7,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,1.97,0.00,0.00,0.00%,0.00%,0.00,1.00
3/18/2020,ID-BT,Banten,0,0,0,0,6,2,0,4,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.00,0.19,33.33%,0.00%,1.00,0.00
3/18/2020,ID-JK,DKI Jakarta,0,1,0,-1,18,16,8,-6,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,1.66,0.09,1.48,88.89%,44.44%,0.00,1.00
3/18/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,0,1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.28,0.00,0.00,0.00%,0.00%,1.00,1.00
3/18/2020,ID-JB,Jawa Barat,0,1,1,-2,8,4,5,-1,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.18,0.02,0.09,50.00%,62.50%,0.00,
3/18/2020,ID-JT,Jawa Tengah,1,1,0,0,1,1,0,0,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.03,0.03,0.03,0.03,100.00%,0.00%,,
3/18/2020,ID-JI,Jawa Timur,2,0,0,2,2,0,0,2,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.05,0.05,0.00,0.00,0.00%,0.00%,,
3/18/2020,IDN,Indonesia,55,14,2,39,227,19,11,197,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.21,0.86,0.05,0.07,8.37%,4.85%,1.45,
3/19/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,100.00%,0.00%,1.00,1.00
3/19/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,0,7,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,1.97,0.00,0.00,0.00%,0.00%,1.00,1.00
3/19/2020,ID-BT,Banten,0,1,0,-1,6,3,0,3,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.09,0.28,50.00%,0.00%,1.00,
3/19/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,0,1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.28,0.00,0.00,0.00%,0.00%,1.00,1.00
3/19/2020,ID-JI,Jawa Timur,0,0,1,-1,2,0,1,1,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,0.05,0.00,0.00,0.00%,50.00%,0.00,1.00
3/19/2020,IDN,Indonesia,82,6,4,72,309,25,15,269,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.31,1.17,0.02,0.09,8.09%,4.85%,1.49,0.43
3/19/2020,ID-JK,DKI Jakarta,1,0,1,0,19,16,9,-6,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,1.75,0.00,1.48,84.21%,47.37%,,0.00
3/19/2020,ID-JB,Jawa Barat,0,1,0,-1,8,5,5,-2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.00,0.18,0.02,0.11,62.50%,62.50%,1.00,1.00
3/19/2020,ID-JT,Jawa Tengah,1,0,0,1,2,1,0,1,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.03,0.05,0.00,0.03,50.00%,0.00%,1.00,0.00
3/20/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,100.00%,0.00%,1.00,1.00
3/20/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,0,7,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,1.97,0.00,0.00,0.00%,0.00%,1.00,1.00
3/20/2020,ID-BT,Banten,0,1,0,-1,6,4,0,2,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.09,0.37,66.67%,0.00%,1.00,1.00
3/20/2020,ID-JI,Jawa Timur,0,0,0,0,2,0,1,1,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,0.05,0.00,0.00,0.00%,50.00%,1.00,1.00
3/20/2020,ID-JB,Jawa Barat,2,2,0,0,10,7,5,-2,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.04,0.22,0.04,0.15,70.00%,50.00%,,2.00
3/20/2020,ID-JT,Jawa Tengah,2,0,0,2,4,1,0,3,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.05,0.11,0.00,0.03,25.00%,0.00%,2.00,1.00
3/20/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,1,-1,1,0,1,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.28,0.00,0.00,0.00%,100.00%,1.00,1.00
3/20/2020,IDN,Indonesia,60,7,2,51,369,32,17,320,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.23,1.39,0.03,0.12,8.67%,4.61%,0.73,1.17
3/20/2020,ID-JK,DKI Jakarta,1,3,1,-3,20,19,10,-9,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,1.84,0.28,1.75,95.00%,50.00%,1.00,
3/21/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,100.00%,0.00%,1.00,1.00
